"Country or Area","Year","Area","Sex","Age","Literacy","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Italy","2011","Total","Both Sexes","95 - 99","Total","Census - de jure - complete tabulation","Final figure, complete","2012","111968",""
"Italy","2011","Total","Both Sexes","100 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","15079",""
"Kiribati","2010","Total","Both Sexes","10 - 14","Total","Census - de facto - complete tabulation","Final figure, complete","2013","12166","11"
"Kiribati","2010","Total","Both Sexes","10 - 14","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","11725","11"
"Kiribati","2010","Total","Both Sexes","10 - 14","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","441","11"
"Kiribati","2010","Total","Both Sexes","10 +","Total","Census - de facto - complete tabulation","Final figure, complete","2013","78040","11"
"Kiribati","2010","Total","Both Sexes","10 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","75555","11"
"Kiribati","2010","Total","Both Sexes","10 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","2485","11"
"Kiribati","2010","Total","Both Sexes","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","2013","10926","11"
"Kiribati","2010","Total","Both Sexes","15 - 19","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","10660","11"
"Kiribati","2010","Total","Both Sexes","15 - 19","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","266","11"
"Kiribati","2010","Total","Both Sexes","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","2013","10366","11"
"Kiribati","2010","Total","Both Sexes","20 - 24","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","10137","11"
"Kiribati","2010","Total","Both Sexes","20 - 24","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","229","11"
"Kiribati","2010","Total","Both Sexes","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","2013","8416","11"
"Kiribati","2010","Total","Both Sexes","25 - 29","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","8203","11"
"Kiribati","2010","Total","Both Sexes","25 - 29","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","213","11"
"Kiribati","2010","Total","Both Sexes","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","2013","6721","11"
"Kiribati","2010","Total","Both Sexes","30 - 34","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","6549","11"
"Kiribati","2010","Total","Both Sexes","30 - 34","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","172","11"
"Kiribati","2010","Total","Both Sexes","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","2013","5625","11"
"Kiribati","2010","Total","Both Sexes","35 - 39","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","5471","11"
"Kiribati","2010","Total","Both Sexes","35 - 39","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","154","11"
"Kiribati","2010","Total","Both Sexes","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","2013","6116","11"
"Kiribati","2010","Total","Both Sexes","40 - 44","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","5931","11"
"Kiribati","2010","Total","Both Sexes","40 - 44","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","185","11"
"Kiribati","2010","Total","Both Sexes","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","2013","5234","11"
"Kiribati","2010","Total","Both Sexes","45 - 49","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","5073","11"
"Kiribati","2010","Total","Both Sexes","45 - 49","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","161","11"
"Kiribati","2010","Total","Both Sexes","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","2013","3892","11"
"Kiribati","2010","Total","Both Sexes","50 - 54","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","3749","11"
"Kiribati","2010","Total","Both Sexes","50 - 54","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","143","11"
"Kiribati","2010","Total","Both Sexes","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","2013","2927","11"
"Kiribati","2010","Total","Both Sexes","55 - 59","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","2821","11"
"Kiribati","2010","Total","Both Sexes","55 - 59","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","106","11"
"Kiribati","2010","Total","Both Sexes","60 - 64","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1985","11"
"Kiribati","2010","Total","Both Sexes","60 - 64","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","1884","11"
"Kiribati","2010","Total","Both Sexes","60 - 64","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","101","11"
"Kiribati","2010","Total","Both Sexes","65 - 69","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1520","11"
"Kiribati","2010","Total","Both Sexes","65 - 69","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","1418","11"
"Kiribati","2010","Total","Both Sexes","65 - 69","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","102","11"
"Kiribati","2010","Total","Both Sexes","70 - 74","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1108","11"
"Kiribati","2010","Total","Both Sexes","70 - 74","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","1016","11"
"Kiribati","2010","Total","Both Sexes","70 - 74","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","92","11"
"Kiribati","2010","Total","Both Sexes","75 +","Total","Census - de facto - complete tabulation","Final figure, complete","2013","1038","11"
"Kiribati","2010","Total","Both Sexes","75 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2013","918","11"
"Kiribati","2010","Total","Both Sexes","75 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2013","120","11"
"Kuwait","2011","Total","Both Sexes","10 - 14","Total","Census - de facto - complete tabulation","Final figure, complete","2015","202135",""
"Kuwait","2011","Total","Both Sexes","10 - 14","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","198909",""
"Kuwait","2011","Total","Both Sexes","10 - 14","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","3226",""
"Kuwait","2011","Total","Both Sexes","10 +","Total","Census - de facto - complete tabulation","Final figure, complete","2015","2572822",""
"Kuwait","2011","Total","Both Sexes","10 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","2354423",""
"Kuwait","2011","Total","Both Sexes","10 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","218399",""
"Kuwait","2011","Total","Both Sexes","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","2015","183532",""
"Kuwait","2011","Total","Both Sexes","15 - 19","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","182589",""
"Kuwait","2011","Total","Both Sexes","15 - 19","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","943",""
"Kuwait","2011","Total","Both Sexes","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","2015","260701",""
"Kuwait","2011","Total","Both Sexes","20 - 24","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","243076",""
"Kuwait","2011","Total","Both Sexes","20 - 24","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","17625",""
"Kuwait","2011","Total","Both Sexes","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","2015","392740",""
"Kuwait","2011","Total","Both Sexes","25 - 29","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","360569",""
"Kuwait","2011","Total","Both Sexes","25 - 29","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","32171",""
"Kuwait","2011","Total","Both Sexes","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","2015","409437",""
"Kuwait","2011","Total","Both Sexes","30 - 34","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","372593",""
"Kuwait","2011","Total","Both Sexes","30 - 34","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","36844",""
"Kuwait","2011","Total","Both Sexes","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","2015","334986",""
"Kuwait","2011","Total","Both Sexes","35 - 39","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","302240",""
"Kuwait","2011","Total","Both Sexes","35 - 39","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","32746",""
"Kuwait","2011","Total","Both Sexes","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","2015","278847",""
"Kuwait","2011","Total","Both Sexes","40 - 44","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","246617",""
"Kuwait","2011","Total","Both Sexes","40 - 44","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","32230",""
"Kuwait","2011","Total","Both Sexes","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","2015","198414",""
"Kuwait","2011","Total","Both Sexes","45 - 49","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","178544",""
"Kuwait","2011","Total","Both Sexes","45 - 49","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","19870",""
"Kuwait","2011","Total","Both Sexes","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","2015","131531",""
"Kuwait","2011","Total","Both Sexes","50 - 54","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","118841",""
"Kuwait","2011","Total","Both Sexes","50 - 54","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","12690",""
"Kuwait","2011","Total","Both Sexes","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","2015","80059",""
"Kuwait","2011","Total","Both Sexes","55 - 59","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","71865",""
"Kuwait","2011","Total","Both Sexes","55 - 59","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","8194",""
"Kuwait","2011","Total","Both Sexes","60 - 64","Total","Census - de facto - complete tabulation","Final figure, complete","2015","43950",""
"Kuwait","2011","Total","Both Sexes","60 - 64","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","37867",""
"Kuwait","2011","Total","Both Sexes","60 - 64","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","6083",""
"Kuwait","2011","Total","Both Sexes","65 +","Total","Census - de facto - complete tabulation","Final figure, complete","2015","56490",""
"Kuwait","2011","Total","Both Sexes","65 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2015","40713",""
"Kuwait","2011","Total","Both Sexes","65 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2015","15777",""
"Kuwait","2005","Total","Both Sexes","10 - 14","Total","Census - de facto - complete tabulation","Final figure, complete","2007","188760",""
"Kuwait","2005","Total","Both Sexes","10 - 14","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","188714",""
"Kuwait","2005","Total","Both Sexes","10 - 14","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","39",""
"Kuwait","2005","Total","Both Sexes","10 - 14","Unknown","Census - de facto - complete tabulation","Final figure, complete","2007","7",""
"Kuwait","2005","Total","Both Sexes","10 +","Total","Census - de facto - complete tabulation","Final figure, complete","2007","2429321",""
"Kuwait","2005","Total","Both Sexes","10 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","2278381",""
"Kuwait","2005","Total","Both Sexes","10 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","150714",""
"Kuwait","2005","Total","Both Sexes","10 +","Unknown","Census - de facto - complete tabulation","Final figure, complete","2007","226",""
"Kuwait","2005","Total","Both Sexes","15 - 19","Total","Census - de facto - complete tabulation","Final figure, complete","2007","179507",""
"Kuwait","2005","Total","Both Sexes","15 - 19","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","179357",""
"Kuwait","2005","Total","Both Sexes","15 - 19","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","115",""
"Kuwait","2005","Total","Both Sexes","15 - 19","Unknown","Census - de facto - complete tabulation","Final figure, complete","2007","35",""
"Kuwait","2005","Total","Both Sexes","20 - 24","Total","Census - de facto - complete tabulation","Final figure, complete","2007","253137",""
"Kuwait","2005","Total","Both Sexes","20 - 24","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","251915",""
"Kuwait","2005","Total","Both Sexes","20 - 24","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","1038",""
"Kuwait","2005","Total","Both Sexes","20 - 24","Unknown","Census - de facto - complete tabulation","Final figure, complete","2007","184",""
"Kuwait","2005","Total","Both Sexes","25 - 29","Total","Census - de facto - complete tabulation","Final figure, complete","2007","392198",""
"Kuwait","2005","Total","Both Sexes","25 - 29","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","387508",""
"Kuwait","2005","Total","Both Sexes","25 - 29","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","4690",""
"Kuwait","2005","Total","Both Sexes","30 - 34","Total","Census - de facto - complete tabulation","Final figure, complete","2007","377301",""
"Kuwait","2005","Total","Both Sexes","30 - 34","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","363445",""
"Kuwait","2005","Total","Both Sexes","30 - 34","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","13856",""
"Kuwait","2005","Total","Both Sexes","35 - 39","Total","Census - de facto - complete tabulation","Final figure, complete","2007","341183",""
"Kuwait","2005","Total","Both Sexes","35 - 39","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","318409",""
"Kuwait","2005","Total","Both Sexes","35 - 39","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","22774",""
"Kuwait","2005","Total","Both Sexes","40 - 44","Total","Census - de facto - complete tabulation","Final figure, complete","2007","254702",""
"Kuwait","2005","Total","Both Sexes","40 - 44","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","230484",""
"Kuwait","2005","Total","Both Sexes","40 - 44","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","24218",""
"Kuwait","2005","Total","Both Sexes","45 - 49","Total","Census - de facto - complete tabulation","Final figure, complete","2007","182981",""
"Kuwait","2005","Total","Both Sexes","45 - 49","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","161815",""
"Kuwait","2005","Total","Both Sexes","45 - 49","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","21166",""
"Kuwait","2005","Total","Both Sexes","50 - 54","Total","Census - de facto - complete tabulation","Final figure, complete","2007","112524",""
"Kuwait","2005","Total","Both Sexes","50 - 54","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","95790",""
"Kuwait","2005","Total","Both Sexes","50 - 54","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","16734",""
"Kuwait","2005","Total","Both Sexes","55 - 59","Total","Census - de facto - complete tabulation","Final figure, complete","2007","64392",""
"Kuwait","2005","Total","Both Sexes","55 - 59","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","51460",""
"Kuwait","2005","Total","Both Sexes","55 - 59","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","12932",""
"Kuwait","2005","Total","Both Sexes","60 - 64","Total","Census - de facto - complete tabulation","Final figure, complete","2007","35993",""
"Kuwait","2005","Total","Both Sexes","60 - 64","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","25469",""
"Kuwait","2005","Total","Both Sexes","60 - 64","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","10524",""
"Kuwait","2005","Total","Both Sexes","65 +","Total","Census - de facto - complete tabulation","Final figure, complete","2007","46643",""
"Kuwait","2005","Total","Both Sexes","65 +","Literate","Census - de facto - complete tabulation","Final figure, complete","2007","24015",""
"Kuwait","2005","Total","Both Sexes","65 +","Illiterate","Census - de facto - complete tabulation","Final figure, complete","2007","22628",""
"Kyrgyzstan","2009","Total","Both Sexes","10 - 14","Total","Census - de jure - complete tabulation","Final figure, complete","2017","550614",""
"Kyrgyzstan","2009","Total","Both Sexes","10 - 14","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","549380",""
"Kyrgyzstan","2009","Total","Both Sexes","10 - 14","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","1234",""
"Kyrgyzstan","2009","Total","Both Sexes","10 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","4288840",""
"Kyrgyzstan","2009","Total","Both Sexes","10 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","4259248",""
"Kyrgyzstan","2009","Total","Both Sexes","10 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","29592",""
"Kyrgyzstan","2009","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2017","608648",""
"Kyrgyzstan","2009","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","607122",""
"Kyrgyzstan","2009","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","1526",""
"Kyrgyzstan","2009","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2017","583374",""
"Kyrgyzstan","2009","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","581942",""
"Kyrgyzstan","2009","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","1432",""
"Kyrgyzstan","2009","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2017","447256",""
"Kyrgyzstan","2009","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","446132",""
"Kyrgyzstan","2009","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","1124",""
"Kyrgyzstan","2009","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2017","378132",""
"Kyrgyzstan","2009","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","377313",""
"Kyrgyzstan","2009","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","819",""
"Kyrgyzstan","2009","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2017","347354",""
"Kyrgyzstan","2009","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","346559",""
"Kyrgyzstan","2009","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","795",""
"Kyrgyzstan","2009","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2017","320960",""
"Kyrgyzstan","2009","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","320298",""
"Kyrgyzstan","2009","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","662",""
"Kyrgyzstan","2009","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2017","308741",""
"Kyrgyzstan","2009","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","308082",""
"Kyrgyzstan","2009","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","659",""
"Kyrgyzstan","2009","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2017","234860",""
"Kyrgyzstan","2009","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","234317",""
"Kyrgyzstan","2009","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","543",""
"Kyrgyzstan","2009","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2017","164351",""
"Kyrgyzstan","2009","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","163731",""
"Kyrgyzstan","2009","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","620",""
"Kyrgyzstan","2009","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2017","88215",""
"Kyrgyzstan","2009","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","87336",""
"Kyrgyzstan","2009","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","879",""
"Kyrgyzstan","2009","Total","Both Sexes","65 +","Total","Census - de jure - complete tabulation","Final figure, complete","2017","256335",""
"Kyrgyzstan","2009","Total","Both Sexes","65 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2017","237036",""
"Kyrgyzstan","2009","Total","Both Sexes","65 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2017","19299",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","10 - 14","Total","Census - de jure - complete tabulation","Final figure, complete","2019","718606",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","10 - 14","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","675619",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","10 - 14","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","42987",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","10 +","Total","Census - de jure - complete tabulation","Final figure, complete","2019","5131036",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","10 +","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","4411228",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","10 +","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","719808",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2019","699010",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","15 - 19","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","651903",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","15 - 19","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","47107",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2019","654037",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","20 - 24","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","599160",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","20 - 24","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","54877",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2019","615988",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","25 - 29","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","549300",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","25 - 29","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","66688",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2019","496234",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","30 - 34","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","431771",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","30 - 34","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","64463",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2019","420083",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","35 - 39","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","352514",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","35 - 39","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","67569",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2019","343870",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","40 - 44","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","282314",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","40 - 44","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","61556",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2019","295907",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","45 - 49","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","242311",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","45 - 49","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","53596",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2019","267418",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","50 - 54","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","210548",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","50 - 54","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","56870",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2019","197607",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","55 - 59","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","151294",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","55 - 59","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","46313",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2019","147179",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","60 - 64","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","103366",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","60 - 64","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","43813",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","65 - 69","Total","Census - de jure - complete tabulation","Final figure, complete","2019","98901",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","65 - 69","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","64483",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","65 - 69","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","34418",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","70 - 74","Total","Census - de jure - complete tabulation","Final figure, complete","2019","71427",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","70 - 74","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","41670",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","70 - 74","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","29757",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","75 - 79","Total","Census - de jure - complete tabulation","Final figure, complete","2019","47078",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","75 - 79","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","26664",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","75 - 79","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","20414",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","80 - 84","Total","Census - de jure - complete tabulation","Final figure, complete","2019","30190",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","80 - 84","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","15484",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","80 - 84","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","14706",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","85 - 89","Total","Census - de jure - complete tabulation","Final figure, complete","2019","15267",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","85 - 89","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","7567",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","85 - 89","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","7700",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","90 - 94","Total","Census - de jure - complete tabulation","Final figure, complete","2019","7036",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","90 - 94","Literate","Census - de jure - complete tabulation","Final figure, complete","2019","3140",""
"Lao People's Democratic Republic","2015","Total","Both Sexes","90 - 94","Illiterate","Census - de jure - complete tabulation","Final figure, complete","2019","3896",""
